rank,stock_id,score
1,688111,0.9266666666666667
2,300347,0.9122222222222222
3,002028,0.89
4,000895,0.8833333333333333
5,600519,0.8744444444444444
6,600436,0.8711111111111111
7,300759,0.8655555555555555
8,605499,0.8633333333333333
9,300394,0.8622222222222221
10,600958,0.8544444444444443
11,688041,0.8333333333333334
12,600900,0.8277777777777778
13,600309,0.8166666666666668
14,300896,0.8133333333333334
15,300750,0.8077777777777776
16,300015,0.7922222222222222
17,601601,0.7844444444444445
18,600809,0.7799999999999999
19,000568,0.7755555555555556
20,002594,0.7744444444444444
21,600188,0.7722222222222223
22,002916,0.7677777777777778
23,000333,0.7666666666666666
24,603195,0.7655555555555554
25,600674,0.7644444444444445
26,603260,0.7600000000000001
27,300316,0.7555555555555555
28,601939,0.7511111111111112
29,000630,0.75
30,000999,0.7488888888888888
31,600999,0.7444444444444445
32,300014,0.7388888888888889
33,301269,0.7311111111111112
34,000002,0.7300000000000001
35,300274,0.7288888888888888
36,300782,0.7244444444444444
37,000963,0.7233333333333333
38,605117,0.7233333333333333
39,601169,0.7155555555555555
40,000708,0.708888888888889
41,600183,0.708888888888889
42,688271,0.7088888888888888
43,601800,0.7066666666666667
44,300866,0.7011111111111111
45,300502,0.6988888888888889
46,600036,0.6988888888888889
47,600547,0.6955555555555556
48,601360,0.6955555555555556
49,300418,0.6888888888888888
50,002384,0.6877777777777778
51,601225,0.6822222222222223
52,601058,0.6811111111111111
53,002311,0.6722222222222222
54,601877,0.67
55,600886,0.67
56,000538,0.6699999999999999
57,601136,0.6611111111111111
58,600362,0.66
59,600377,0.6566666666666666
60,002241,0.6566666666666666
61,603893,0.6477777777777778
62,002920,0.6466666666666666
63,688256,0.6455555555555555
64,601838,0.6433333333333332
65,600030,0.64
66,001965,0.6355555555555555
67,002252,0.6333333333333334
68,600845,0.6322222222222222
69,600176,0.6322222222222222
70,600893,0.63
71,000938,0.6288888888888889
72,002371,0.6255555555555555
73,000625,0.6255555555555555
74,600028,0.6244444444444445
75,300803,0.6222222222222222
76,600089,0.6211111111111111
77,600161,0.6188888888888889
78,601127,0.6188888888888889
79,600588,0.6155555555555555
80,000651,0.6144444444444445
81,601166,0.6144444444444445
82,300979,0.6133333333333333
83,000001,0.61
84,601995,0.6077777777777778
85,600426,0.6066666666666666
86,002422,0.601111111111111
87,600011,0.5966666666666667
88,600690,0.5966666666666667
89,688036,0.5955555555555555
90,002415,0.5955555555555555
91,002049,0.5944444444444444
92,601138,0.5855555555555556
93,600795,0.5844444444444444
94,600760,0.581111111111111
95,300628,0.58
96,601857,0.5777777777777778
97,600031,0.5755555555555555
98,000876,0.5733333333333334
99,601919,0.5666666666666668
100,688047,0.5644444444444444
101,601117,0.5633333333333334
102,601901,0.5611111111111112
103,688981,0.561111111111111
104,001979,0.56
105,601009,0.5555555555555555
106,601607,0.5544444444444444
107,603501,0.5522222222222223
108,601816,0.5522222222222223
109,600584,0.5522222222222222
110,000425,0.5511111111111111
111,601888,0.5477777777777778
112,002001,0.5455555555555556
113,601229,0.5455555555555556
114,601288,0.5455555555555556
115,688008,0.5433333333333333
116,600887,0.5433333333333333
117,000617,0.5433333333333333
118,688506,0.5411111111111111
